country,feature,year,original_value,new_value,method
Canada,Fossil fuel energy consumption,2022,,73.848497,"recursive_3yr_avg (used years [2019, 2020, 2021])"
Canada,Fossil fuel energy consumption,2023,,73.843241,"recursive_3yr_avg (used years [2020, 2021, 2022])"
China,Fossil fuel energy consumption,2016,,83.87484,"recursive_3yr_avg (used years [2013, 2014, 2015])"
China,Fossil fuel energy consumption,2017,,81.499746,"recursive_3yr_avg (used years [2014, 2015, 2016])"
China,Fossil fuel energy consumption,2018,,78.814715,"recursive_3yr_avg (used years [2015, 2016, 2017])"
China,Fossil fuel energy consumption,2019,,81.396434,"recursive_3yr_avg (used years [2016, 2017, 2018])"
China,Fossil fuel energy consumption,2020,,80.570299,"recursive_3yr_avg (used years [2017, 2018, 2019])"
China,Fossil fuel energy consumption,2021,,80.260483,"recursive_3yr_avg (used years [2018, 2019, 2020])"
China,Fossil fuel energy consumption,2022,,80.742405,"recursive_3yr_avg (used years [2019, 2020, 2021])"
China,Fossil fuel energy consumption,2023,,80.524395,"recursive_3yr_avg (used years [2020, 2021, 2022])"
United States,Fossil fuel energy consumption,2016,,82.900231,"recursive_3yr_avg (used years [2013, 2014, 2015])"
United States,Fossil fuel energy consumption,2017,,82.876012,"recursive_3yr_avg (used years [2014, 2015, 2016])"
United States,Fossil fuel energy consumption,2018,,82.700687,"recursive_3yr_avg (used years [2015, 2016, 2017])"
United States,Fossil fuel energy consumption,2019,,82.825643,"recursive_3yr_avg (used years [2016, 2017, 2018])"
United States,Fossil fuel energy consumption,2020,,82.800781,"recursive_3yr_avg (used years [2017, 2018, 2019])"
United States,Fossil fuel energy consumption,2021,,82.775704,"recursive_3yr_avg (used years [2018, 2019, 2020])"
United States,Fossil fuel energy consumption,2022,,82.800709,"recursive_3yr_avg (used years [2019, 2020, 2021])"
United States,Fossil fuel energy consumption,2023,,82.792398,"recursive_3yr_avg (used years [2020, 2021, 2022])"
India,Fossil fuel energy consumption,2015,,75.280781,"recursive_3yr_avg (used years [2012, 2013, 2014])"
India,Fossil fuel energy consumption,2016,,75.349459,"recursive_3yr_avg (used years [2013, 2014, 2015])"
India,Fossil fuel energy consumption,2017,,75.47199,"recursive_3yr_avg (used years [2014, 2015, 2016])"
India,Fossil fuel energy consumption,2018,,75.36741,"recursive_3yr_avg (used years [2015, 2016, 2017])"
India,Fossil fuel energy consumption,2019,,75.396286,"recursive_3yr_avg (used years [2016, 2017, 2018])"
India,Fossil fuel energy consumption,2020,,75.411895,"recursive_3yr_avg (used years [2017, 2018, 2019])"
India,Fossil fuel energy consumption,2021,,75.391864,"recursive_3yr_avg (used years [2018, 2019, 2020])"
India,Fossil fuel energy consumption,2022,,75.400015,"recursive_3yr_avg (used years [2019, 2020, 2021])"
India,Fossil fuel energy consumption,2023,,75.401258,"recursive_3yr_avg (used years [2020, 2021, 2022])"
Indonesia,Fossil fuel energy consumption,2015,,80.649488,"recursive_3yr_avg (used years [2012, 2013, 2014])"
Indonesia,Fossil fuel energy consumption,2016,,80.683706,"recursive_3yr_avg (used years [2013, 2014, 2015])"
Indonesia,Fossil fuel energy consumption,2017,,81.011835,"recursive_3yr_avg (used years [2014, 2015, 2016])"
Indonesia,Fossil fuel energy consumption,2018,,80.781676,"recursive_3yr_avg (used years [2015, 2016, 2017])"
Indonesia,Fossil fuel energy consumption,2019,,80.825739,"recursive_3yr_avg (used years [2016, 2017, 2018])"
Indonesia,Fossil fuel energy consumption,2020,,80.873083,"recursive_3yr_avg (used years [2017, 2018, 2019])"
Indonesia,Fossil fuel energy consumption,2021,,80.826833,"recursive_3yr_avg (used years [2018, 2019, 2020])"
Indonesia,Fossil fuel energy consumption,2022,,80.841885,"recursive_3yr_avg (used years [2019, 2020, 2021])"
Indonesia,Fossil fuel energy consumption,2023,,80.847267,"recursive_3yr_avg (used years [2020, 2021, 2022])"
Russian Federation,Fossil fuel energy consumption,2015,,92.723463,"recursive_3yr_avg (used years [2012, 2013, 2014])"
Russian Federation,Fossil fuel energy consumption,2016,,92.716321,"recursive_3yr_avg (used years [2013, 2014, 2015])"
Russian Federation,Fossil fuel energy consumption,2017,,92.741798,"recursive_3yr_avg (used years [2014, 2015, 2016])"
Russian Federation,Fossil fuel energy consumption,2018,,92.727194,"recursive_3yr_avg (used years [2015, 2016, 2017])"
Russian Federation,Fossil fuel energy consumption,2019,,92.728438,"recursive_3yr_avg (used years [2016, 2017, 2018])"
Russian Federation,Fossil fuel energy consumption,2020,,92.732477,"recursive_3yr_avg (used years [2017, 2018, 2019])"
Russian Federation,Fossil fuel energy consumption,2021,,92.729369,"recursive_3yr_avg (used years [2018, 2019, 2020])"
Russian Federation,Fossil fuel energy consumption,2022,,92.730095,"recursive_3yr_avg (used years [2019, 2020, 2021])"
Russian Federation,Fossil fuel energy consumption,2023,,92.730647,"recursive_3yr_avg (used years [2020, 2021, 2022])"
Canada,Renewable energy consumption,2022,,23.366667,"recursive_3yr_avg (used years [2019, 2020, 2021])"
Canada,Renewable energy consumption,2023,,23.688889,"recursive_3yr_avg (used years [2020, 2021, 2022])"
China,Renewable energy consumption,2022,,14.8,"recursive_3yr_avg (used years [2019, 2020, 2021])"
China,Renewable energy consumption,2023,,14.966667,"recursive_3yr_avg (used years [2020, 2021, 2022])"
India,Renewable energy consumption,2022,,34.833333,"recursive_3yr_avg (used years [2019, 2020, 2021])"
India,Renewable energy consumption,2023,,35.277778,"recursive_3yr_avg (used years [2020, 2021, 2022])"
Indonesia,Renewable energy consumption,2022,,20.633333,"recursive_3yr_avg (used years [2019, 2020, 2021])"
Indonesia,Renewable energy consumption,2023,,20.911111,"recursive_3yr_avg (used years [2020, 2021, 2022])"
Russian Federation,Renewable energy consumption,2022,,3.466667,"recursive_3yr_avg (used years [2019, 2020, 2021])"
Russian Federation,Renewable energy consumption,2023,,3.555556,"recursive_3yr_avg (used years [2020, 2021, 2022])"
United States,Renewable energy consumption,2022,,10.7,"recursive_3yr_avg (used years [2019, 2020, 2021])"
United States,Renewable energy consumption,2023,,10.866667,"recursive_3yr_avg (used years [2020, 2021, 2022])"
Russian Federation,Electric power consumption,2023,,7047.143451,"recursive_3yr_avg (used years [2020, 2021, 2022])"
Indonesia,Number of frost days,1990,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1991,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1992,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1993,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1994,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1995,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1996,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1997,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1998,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,1999,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2000,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2001,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2002,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2003,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2004,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2005,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2006,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2007,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2008,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2009,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2010,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2011,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2012,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2013,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2014,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2015,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2016,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2017,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2018,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2019,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2020,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2021,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2022,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Indonesia,Number of frost days,2023,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Canada,Number of hot days,1992,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Canada,Number of hot days,1993,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Canada,Number of hot days,1999,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Canada,Number of hot days,2004,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Canada,Number of hot days,2009,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Canada,Number of hot days,2013,,0.0,fill_zero (event physically absent or near-zero observed distribution)
Canada,Number of hot days,2016,,0.0,fill_zero (event physically absent or near-zero observed distribution)
